web-scraper-order,web-scraper-start-url,article_link,article_link-href,etat,details,adresse,prix,image_link-src
"1739150584-293","https://www.expat-dakar.com/equipements-pieces?page=11","Vends Casque et Équipements
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        6. janv., 07:45
                                    
                    250 000 F Cfa
                        
                        774307963","https://www.expat-dakar.com/annonce/vends-casque-et-equipements-6247929","Neuf","Bonjour je vends des équipements de moto si vous êtes intéressés veuillez me contacter merci","Plateau","250 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b968882f8dd475b490e8cf20842a474b/-/horizon-files-prod/ed/picture/qq42xrme/1dc93feb689e11a671dfbf4188e4dece1d2e45db.jpg"
"1739150587-294","https://www.expat-dakar.com/equipements-pieces?page=11","Housse voiture
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        6. janv., 07:47
                                    
                    45 000 F Cfa
                        
                        778428588
                    
                        767500527
                    
                        338327372","https://www.expat-dakar.com/annonce/housse-voiture-6248082","Neuf","Housse siège voiture 5places

Adresse de la boutique Hann Mariste vers la banque cbao livraison et montage possible","Hann maristes","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a1ea2837580f0503431abb928e30cfbc/-/horizon-files-prod/ed/picture/qpdmreg4/fe707363245933a7937968237fc4a1837fb07617.jpg"
"1739150589-295","https://www.expat-dakar.com/equipements-pieces?page=11","Gants de Moto ou Sport.
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        6. janv., 11:59
                                    
                    6 000 F Cfa
                        
                        778045555
                    
                        762693939","https://www.expat-dakar.com/annonce/gants-de-moto-ou-sport-6248413","Neuf","Tige élastiques et respirants pour un ajustement parfait et une bonne ventilation

Fabriqué avec des points doubles pour une durabilité accrue

Système de tirage Quickpull

Facile à laver

anti-dérapant

Gants en tissu respirant

Adaptés aux exercices de musculation, de traction, de fitness, d'entraînement physique, d'aviron, de musculation et d'entraînement général.

La dragonne ajustable avec fermeture Velcro aide à serrer ou desserrer le gant sur votre poignet pour un confort optimal et un soutien du poignet.

Doigts visibles

Pour Homme et Femme","Plateau","6 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/37998830cc75770ce3a2282c03dc9887/-/horizon-files-prod/ed/picture/qgqw7eve/c5354d592716fefc6ef2af6a70f822d97b30ef2e.png"
"1739150592-296","https://www.expat-dakar.com/equipements-pieces?page=11","Gants Pour Moto ou Sport
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        6. janv., 12:06
                                    
                    6 000 F Cfa
                        
                        778045555
                    
                        762693939","https://www.expat-dakar.com/annonce/gants-pour-moto-ou-sport-6248480","Neuf","Tige élastiques et respirants pour un ajustement parfait et une bonne ventilation

Fabriqué avec des points doubles pour une durabilité accrue

Système de tirage Quickpull

Facile à laver

anti-dérapant

Gants en tissu respirant

Adaptés aux exercices de musculation, de traction, de fitness, d'entraînement physique, d'aviron, de musculation et d'entraînement général.

La dragonne ajustable avec fermeture Velcro aide à serrer ou desserrer le gant sur votre poignet pour un confort optimal et un soutien du poignet.

Doigts visibles

Pour Homme et Femme","Plateau","6 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5a042d03b8755cd72aeb891c1defbf9e/-/horizon-files-prod/ed/picture/qkr8njrj/f6cafb782ae19ec9dc5e9aa84358175bcb699f28.jpg"
"1739150594-297","https://www.expat-dakar.com/equipements-pieces?page=11","Réparations et ventes d'injecteurs de tous types
                                Neuf
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        6. janv., 15:11
                                    
                    70 000 F Cfa
                        
                        781301010","https://www.expat-dakar.com/annonce/reparations-et-ventes-dinjecteurs-de-tous-types-6162435","Neuf","SENE DIESEL TECHNOLOGY est une entreprise Sénégalo-italienne qui évolue dans le milieu de l'automobile.

NOS PRODUITS ET SERVICES :

-Réparation de tout type d'injecteur et de pompe électronique Véhicules et Camions

-Mécanique générale (Maintenance et entretien auto)

-Diagnostic Auto","Ouakam","70 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/623ea2fc8ae5369d8a777c7fc8c294eb/-/horizon-files-prod/ed/picture/qgqwp6pr/e3b79571b8130d47a1a5c08a9774a38773561dc8.jpg"
"1739150597-298","https://www.expat-dakar.com/equipements-pieces?page=11","Casque moto
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        6. janv., 15:12
                                    
                    25 000 F Cfa
                        
                        778428588
                    
                        767500527
                    
                        338327372","https://www.expat-dakar.com/annonce/casque-moto-6248686","Neuf","Adresse de la boutique Hann Mariste vers la banque cbao livraison possible","Hann maristes","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cba9dce7d9a74129b12d592f1c3a8d0f/-/horizon-files-prod/ed/picture/qenvz47v/f39ac252a485d477b59f0f4ff5e330fc1276c5db.jpg"
"1739150600-299","https://www.expat-dakar.com/equipements-pieces?page=11","Housse siège voiture
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        6. janv., 15:27
                                    
                    55 000 F Cfa
                        
                        778428588
                    
                        767500527
                    
                        338327372","https://www.expat-dakar.com/annonce/housse-siege-voiture-6248703","Neuf","Adresse de la boutique Hann Mariste vers la banque cbao livraison et montage possible","Hann maristes","55 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9869a1ae84988a522b75c226be41921d/-eyJvciI6MjcwfQ%3D%3D/horizon-files-prod/ed/picture/q0g7vrzm/f199fc8c57880100ff6c554e6ad987e8316b0db6.jpg"
"1739150605-300","https://www.expat-dakar.com/equipements-pieces?page=10","Casques Moto à vendre
                                Neuf
                                                                                    Sicap Liberté,
                                                                                Dakar
                                    
                                        lundi, 14:39
                                    
                    1 F Cfa
                        
                        777672682
                    
                        777672682
                    
                        770949542","https://www.expat-dakar.com/annonce/casques-moto-a-vendre-6249941","Neuf","Des casques moto homologués ISI, DOT et ECE à vendre: en gros, détails et demi gros.","Sicap Liberté","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f3d99d2747ce648395ad33d340eb9461/-/horizon-files-prod/ed/picture/q56dq74p/fa8f534044bd25f4fad8ec8ac7f5f37f6c655269.jpg"
"1739150607-301","https://www.expat-dakar.com/equipements-pieces?page=10","Casque à vendre en gros
                                Neuf
                                                                                    Sicap Liberté,
                                                                                Dakar
                                    
                                        lundi, 14:39
                                    
                    1 F Cfa
                        
                        777672682
                    
                        777672682
                    
                        770949542","https://www.expat-dakar.com/annonce/casque-a-vendre-en-gros-6249943","Neuf","Casques à vendre en gros, différents modèles et tailles, fabriqués en Inde.","Sicap Liberté","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/582b6d9aa248c542b227db499fa04247/-/horizon-files-prod/ed/picture/qzvpwg4r/50c54bc81363ea0ba26444852f4dfd35a5708eae.jpg"
"1739150610-302","https://www.expat-dakar.com/equipements-pieces?page=10","Bache BMW X4
                                Neuf
                                                                                    Sacré-cœur,
                                                                                Dakar
                                    
                                        9. janv., 09:52
                                    
                    20 000 F Cfa
                        
                        773921836","https://www.expat-dakar.com/annonce/bache-bmw-x4-6250648","Neuf","Bache conçue pour une BMW x4 jamais utilisée.","Sacré-cœur","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fe2062e286a41c6cdba8073315ed5b82/-/horizon-files-prod/ed/picture/q9mjz06n/9155d05dddfd5266f324f0fd7d1e99d71494de85.jpg"
"1739150613-303","https://www.expat-dakar.com/equipements-pieces?page=10","Gps de surveillance voiture ou moto - par carte sim et fonction arrêt moteur à distance
                                
                                                                                Dakar
                                    
                                        9. janv., 16:21
                                    
                    45 000 F Cfa
                        
                        781340808
                    
                        781859292","https://www.expat-dakar.com/annonce/gps-de-surveillance-voiture-ou-moto-par-carte-sim-et-fonction-arret-moteur-a-distance-2729993","","Avec ce petit boîtier noir vous pouvez surveiller les déplacements de vos véhicules (voiture, camion, moto, ...). Finis les tracasseries avec les chauffeurs véreux. C'est l'appareil idéal pour ceux qui sont dans la location de véhicules. Il est efficace pour lutter contre les vols de voiture. Grâce à la fonction arrêt du moteur à distance vous pouvez immobiliser le véhicule et avoir la position exacte pour le récupérer. Grâce à la puce téléphonique embarquée vous pouvez envoyer un simple sms et l'appareil vous donne la position exacte de la voiture. Via un site web dédié vous pouvez consulter gratuitement, les différentes positions de la voiture avec les historiques de déplacements. L'appareil n'a pas de problème d'autonomie car il se branche directement sur la batterie de la voiture. Il est très facile à installer et à paramétrer. Il dispose d'antenne GPS et GSM pour palier au problème de couverture réseau.","","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9b0785f24b5056bf509c6fb46e96a38f/-/horizon-files-prod/ed/picture/migrated/q8pg95z/9e2c2fd546a8a44664b4c247f0962963b70ca32b.jpg"
"1739150615-304","https://www.expat-dakar.com/equipements-pieces?page=10","Starpneu
                                Neuf
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        10. janv., 10:22
                                    
                    1 F Cfa
                        
                        703622819
                    
                        771395585
                    
                        775336436","https://www.expat-dakar.com/annonce/starpneu-2820672","Neuf","Vente pneus neufs et occasion toutes les dimensions","Yoff","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2a6fb77bbc8f7448621b4e079ea84392/-/horizon-files-prod/ed/picture/migrated/qvg0545/67ac1637dd04fdb53c4dc15a1b952cdff34e550e.jpg"
"1739150618-305","https://www.expat-dakar.com/equipements-pieces?page=10","Pneus neufs
                                Neuf
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        10. janv., 10:22
                                    
                        703622819
                    
                        771395585
                    
                        775336436","https://www.expat-dakar.com/annonce/pneus-neufs-5516456","Neuf","Starpneu vous propose des pneus et jantes de qualité de différents marque de voitures.

Pour plus d'informations contactez nous.","Yoff","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1f58aa9a1958edc1f13b87f540ee26e0/-/horizon-files-prod/ed/picture/qm5595qm/0ff04f2099b687fbfb5f777437bd5ee447e92898.jpg"
"1739150620-306","https://www.expat-dakar.com/equipements-pieces?page=10","Vente de pièces électronique automobile
                                D'occasion
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        10. janv., 14:56
                                    
                    1 F Cfa
                        
                        775459027","https://www.expat-dakar.com/annonce/vente-de-pieces-electronique-automobile-6252558","D'occasion","Bonjour je vend différents calculateurs moteur et 🔑 hésiter pas à me contacter avec votre référence que vous recherchez, possibilité de supprimer l'antidemarrage, vierge, ..... et bien d'autres","Plateau","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e2841e4297fe38d41b666085b04aeac6/-/horizon-files-prod/ed/picture/qkr8k8q8/43248da48776f5e62d444d07a600b1da7e5b4a4f.jpg"
"1739150624-307","https://www.expat-dakar.com/equipements-pieces?page=10","Vente de pièces détachées moteur et boite
                                Venant
                                                                                    Nord foire,
                                                                                Dakar
                                    
                                        11. janv., 16:12
                                    
                    1 F Cfa
                        
                        761824222","https://www.expat-dakar.com/annonce/vente-de-pieces-detachees-moteur-et-boite-6235165","Venant","Besoin d'un moteur ou d'une transmission pour votre FORD, Hyundai, Kia, Chevrolet ou Nissan Rogue ? Nous avons ce qu'il vous faut ! Grand choix de pièces USAGÉES de qualité, importées directement des États-Unis. Sur commande : trouvez la pièce rare dont vous avez besoin. Livraison rapide et sécurisée. #piecesauto #moteurs #transmissions #occasion #USA #FORD #Hyundai #Kia #Chevrolet #NissanRogue #mecanique #automobile","Nord foire","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8b8c66fcd205093ec407b6e305c5accf/-/horizon-files-prod/ed/picture/qzvpq55q/0f3d6f31bae169ad134466c0675846d24f77f900.jpg"
"1739150627-308","https://www.expat-dakar.com/equipements-pieces?page=10","Filtre à huile Ssangyong Tivoli 1.6
                                Neuf
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        10. janv., 23:59
                                    
                    15 000 F Cfa
                        
                        774468349","https://www.expat-dakar.com/annonce/filtre-a-huile-ssangyong-tivoli-16-6252890","Neuf","Filtre à Huile Auto pour SsangYong pour KORANDO C300 1.6 pour REXTON Y400 2.0 pour Tivoli 160 XLV D16DTF Moteur G20DTR 67318-03009 10 pièces Filtre à Huile Filtres à Huile pour Auto","Guediawaye","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7307720e028274130708e3aed02385c9/-/horizon-files-prod/ed/picture/qv4wrdwg/302519559870d15dbaa1b795971468f456d0db1d.jpg"
"1739150629-309","https://www.expat-dakar.com/equipements-pieces?page=10","Siège Évolutif Britax
                                Venant
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        11. janv., 03:27
                                    
                    65 000 F Cfa
                        
                        706921414","https://www.expat-dakar.com/annonce/siege-evolutif-britax-6252925","Venant","Siège auto évolutif super confort, 0 à 8ans - système de fixation isofix -

Inclinaison en mode couché pour votre nouveau né et ajuster progressivement l'angle en mode assis au fur et à mesure que votre enfant grandit.","Hann maristes","65 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c1a7c43fb571e310742ce9711b8c78d9/-/horizon-files-prod/ed/picture/q0g76kke/2b6fd3b58879c98735d944e252b28baf1bfdc3d6.jpg"
"1739150635-310","https://www.expat-dakar.com/equipements-pieces?page=9","HUILE EDGE
                                Neuf
                                                                                    Médina,
                                                                                Dakar
                                    
                                        13. janv., 09:36
                                    
                    40 000 F Cfa
                        
                        781803232
                    
                        776132532
                    
                        776132532","https://www.expat-dakar.com/annonce/huile-edge-6051049","Neuf","Huile castrol egde provenant des Etat-Unis 100% synthétique.","Médina","40 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/aa1e6ac30c490ec937506a0c8fa1d3e3/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/qngx67xv/11057b3da6dc8b1ac9902900834b07d39a2f16ac.jpg"
"1739150640-311","https://www.expat-dakar.com/equipements-pieces?page=9","Vente pneu neuf et venant à des prix abordables.
                                Neuf
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        14. janv., 07:39
                                    
                    50 000 F Cfa
                        
                        773893461","https://www.expat-dakar.com/annonce/vente-pneu-neuf-et-venant-a-des-prix-abordables-6254791","Neuf","Vous cherchez des pneus performants, durables et adaptés à votre véhicule ? Nous avons ce qu'il vous faut ! Notre boutique vous propose un large choix de pneus neufs et d'occasion soigneusement sélectionnés, répondant à tous les budgets et besoins.

Pourquoi nous choisir ?

• Pneus neufs : Des modèles récents des meilleures marques, garantissant sécurité, adhérence et longévité.Livraison possible","Ouakam","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5a6bc7ad78777f15d4c03fd437f68361/-/horizon-files-prod/ed/picture/q0g76d26/b2dd6ea262664838b11fea8844270ad73437f844.jpg"
"1739150643-312","https://www.expat-dakar.com/equipements-pieces?page=9","Bache voiture 4x4 et SUV imperméable et doublé en coton
                                Neuf
                                                                                    Grand-Dakar,
                                                                                Dakar
                                    
                                        14. janv., 14:03
                                    
                    25 000 F Cfa
                        
                        782963838
                    
                        762963434
                    
                        771874229","https://www.expat-dakar.com/annonce/bache-voiture-4x4-et-suv-impermeable-et-double-en-coton-3911868","Neuf","Couvre-voiture en pvc extrêmement imperméable à l'eau .ce Bâche est fabriqué à partir de la technologie des coutures ultrasonique pour éviter les trous d'épingle et empêche l'eau de s'infiltrer dans la couture. C'est une housse de protection respirant,imperméable et doublé à l'intérieur de coton doux.

La Bâche est légère et ne pèse pas plus 5kg dans son emballage.

Ces Bâches sont très utiles dans cette période d'hivernage,de poussière,de pluie,de soleil

Les prix commencent à partir du prix affiché

Livraison possible partout au senegal","Grand-Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2941eb18ab9558f0e47cc7a159565d34/-/horizon-files-prod/ed/picture/qvjrkkw/d25057bf76f98556a946f6ddebb077be1d86009e.png"
"1739150645-313","https://www.expat-dakar.com/equipements-pieces?page=9","Housse de voiture de luxe 5 places
                                Neuf
                                                                                    Grand-Dakar,
                                                                                Dakar
                                    
                                        14. janv., 14:04
                                    
                    60 000 F Cfa
                        
                        782963838
                    
                        762963434
                    
                        771874229","https://www.expat-dakar.com/annonce/housse-de-voiture-de-luxe-5-places-6028069","Neuf","confortable et luxueux rend vos housses de siège magnifiques et confortables. Ces ensembles de housses de siège durable et doux de haute qualité, renforcé de 3 mm de mousse respirante pour disperser la chaleur et vous permettre de vous sentir à l'aise et au frais. Il se veut une protection complète pour votre siège et confortable à utiliser.

Livraison possible

Montage gratuite à la boutique","Grand-Dakar","60 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0af05b46e7d6bbc493d97e9aac456c75/-/horizon-files-prod/ed/picture/q0gw426w/8673bb26658f6bb331ea3774faaacd07597126c1.jpg"
"1739150648-314","https://www.expat-dakar.com/equipements-pieces?page=9","Vente
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        mercredi, 09:02
                                    
                    30 000 F Cfa
                        
                        762677987","https://www.expat-dakar.com/annonce/vente-6250827","Neuf","Housse voiture bonne qualité

Prix en gros","Plateau","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7bfb5f284911981a77c18d4218139f3c/-/horizon-files-prod/ed/picture/qngpv54z/b7cb9c7c3189428f258d3197639641b058d88017.jpg"
"1739150650-315","https://www.expat-dakar.com/equipements-pieces?page=9","Bâche moto
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        15. janv., 23:03
                                    
                    8 000 F Cfa
                        
                        778428588
                    
                        767500527
                    
                        338327372","https://www.expat-dakar.com/annonce/bache-moto-6256936","Neuf","Solide importée waterproof

Adresse de la boutique Hann Mariste vers la banque Cbao livraison possible","Hann maristes","8 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/23ead4bcb6a881f3caa6d2c05e94b0a8/-/horizon-files-prod/ed/picture/qkr8kdv8/c505cd1458cc03433d50ef27110cfa586c826ab7.jpg"
"1739150653-316","https://www.expat-dakar.com/equipements-pieces?page=9","Casque
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        15. janv., 23:03
                                    
                    35 000 F Cfa
                        
                        778428588
                    
                        767500527
                    
                        338327372","https://www.expat-dakar.com/annonce/casque-6256932","Neuf","Modulaire avec double visières

Adresse de la boutique Hann Mariste vers la banque Cbao livraison possible","Hann maristes","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d851be286e678ae2e6f62b50535c1cc5/-/horizon-files-prod/ed/picture/qrz8wk42/79fa5fffb31b2f6ded75c8c50d9ec4fff9f3d47e.jpg"
"1739150655-317","https://www.expat-dakar.com/equipements-pieces?page=9","GPS Tracker Moto
                                Neuf
                                                                                    Ouest foire,
                                                                                Dakar
                                    
                                        16. janv., 10:42
                                    
                    25 000 F Cfa
                        
                        775747519","https://www.expat-dakar.com/annonce/gps-tracker-moto-6257398","Neuf","Avec nos balises gps ne perdez plus le contrôle sur votre moto.

Grâce à une application simple d'utilisation, localisez la en temps réel et sécuriser votre investissement.","Ouest foire","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ad1a8e500ba6c21326b6b45297ea0848/-/horizon-files-prod/ed/picture/qrz8wm08/ffcea9bcf5b24689c90886a7d51a2d61bc2f58a2.png"
"1739150658-318","https://www.expat-dakar.com/equipements-pieces?page=9","HUILE  MOTEUR SAE50 15W40 (5L)
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        16. janv., 10:42
                                    
                        776399636","https://www.expat-dakar.com/annonce/huile-moteur-sae50-15w40-5l-5831172","Neuf","HUILE  MOTEUR SAE50 15W40 (5L) disponible en stock

Vente pour toute les qualites

L'huile vous offre une performance supérieure et une meilleure protection, une plus longue durée de vie du moteur et un confort de conduite plus doux dans les conditions climatiques locales.","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/84ceca1c77348ac9c178c5ad48c4ef4a/-/horizon-files-prod/ed/picture/qwezv9vg/dc3cd14c65e9220a3a9aa42c869d8ac102ba68d8.jpg"
"1739150660-319","https://www.expat-dakar.com/equipements-pieces?page=9","HUILE  MOTEUR ATF (1L)
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        16. janv., 10:43
                                    
                        776399636","https://www.expat-dakar.com/annonce/huile-moteur-atf-1l-5831167","Neuf","HUILE  MOTEUR ATF (1L) disponible en stock

Vente pour toute les qualites

L'huile vous offre une performance supérieure et une meilleure protection, une plus longue durée de vie du moteur et un confort de conduite plus doux dans les conditions climatiques locales.","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/41307fa9471e69f1da55387e8ebfbc90/-/horizon-files-prod/ed/picture/q787ede8/df85ac7e7d2b4fac4815908d48dfe41fdd172524.jpg"
"1739150665-320","https://www.expat-dakar.com/equipements-pieces?page=8","HUILE MOTEUR 10W40 4 TEMPS
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        16. janv., 10:43
                                    
                        776399636","https://www.expat-dakar.com/annonce/huile-moteur-10w40-4-temps-5806504","Neuf","HUILE MOTEUR 10W40 4 TEMPS disponible en stock

Vente pour toute les qualites

L'huile vous offre une performance supérieure et une meilleure protection, une plus longue durée de vie du moteur et un confort de conduite plus doux dans les conditions climatiques locales.","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1f4fb35d5cf4056ab23ccfe6f09b215c/-/horizon-files-prod/ed/picture/q9m8q5p0/b701349732b06cc45c791a4e22ecce246449909f.jpg"
"1739150668-321","https://www.expat-dakar.com/equipements-pieces?page=8","HUILE  MOTEUR 15W40
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        16. janv., 10:44
                                    
                        776399636","https://www.expat-dakar.com/annonce/huile-moteur-15w40-5806524","Neuf","HUILE  MOTEUR 15W40 disponible en stock

Vente pour toute les qualites

L'huile vous offre une performance supérieure et une meilleure protection, une plus longue durée de vie du moteur et un confort de conduite plus doux dans les conditions climatiques locales.","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5ab0e27e63367d46474bf139d4db6e46/-/horizon-files-prod/ed/picture/qv4p6g22/5b066cc532e8557cd1f688b9245b9f2b5eea5dba.jpg"
"1739150670-322","https://www.expat-dakar.com/equipements-pieces?page=8","HUILE  SAE 50 (5L)
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        16. janv., 10:45
                                    
                        776399636","https://www.expat-dakar.com/annonce/huile-sae-50-5l-5806497","Neuf","HUILE  SAE 50 (5L) disponible en stock

Vente pour toute les qualites

L'huile vous offre une performance supérieure et une meilleure protection, une plus longue durée de vie du moteur et un confort de conduite plus doux dans les conditions climatiques locales.","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/17fcf75b77048c25d2dc3665b114493b/-/horizon-files-prod/ed/picture/q44dv0z9/d06263afc0ec62dde13de8926c6d7bbbdf6acfaf.jpg"
"1739150672-323","https://www.expat-dakar.com/equipements-pieces?page=8","HUILE  SAE 50 (20L)
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        16. janv., 10:46
                                    
                        776399636","https://www.expat-dakar.com/annonce/huile-sae-50-20l-5818300","Neuf","HUILE  SAE 50 (20L) disponible en stock

Vente pour toute les qualites

L'huile vous offre une performance supérieure et une meilleure protection, une plus longue durée de vie du moteur et un confort de conduite plus doux dans les conditions climatiques locales.","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/de8f3d2999d4a2a754b543260187a4ea/-/horizon-files-prod/ed/picture/q6x6p5nd/a2cec57c728906c446b00833c2f517f7bd4f2a35.jpg"
"1739150675-324","https://www.expat-dakar.com/equipements-pieces?page=8","HUILE  MOTEUR HD50 (1L)
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        16. janv., 10:47
                                    
                        776399636","https://www.expat-dakar.com/annonce/huile-moteur-hd50-1l-5818294","Neuf","HUILE  MOTEUR HD50 (1L) disponible en stock

Vente pour toute les qualites

L'huile vous offre une performance supérieure et une meilleure protection, une plus longue durée de vie du moteur et un confort de conduite plus doux dans les conditions climatiques locales.","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d588bdd415a31e56f2d1319ba53ab720/-/horizon-files-prod/ed/picture/qwez4wrd/44de1a9857e404304cc72c8171e711a41b1a29da.jpg"
"1739150677-325","https://www.expat-dakar.com/equipements-pieces?page=8","HUILE  MOTEUR WOLF 5W40
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        16. janv., 10:47
                                    
                        776399636","https://www.expat-dakar.com/annonce/huile-moteur-wolf-5w40-5811555","Neuf","HUILE  MOTEUR WOLF 5W40 disponible en stock

Vente pour toute les qualites

L'huile vous offre une performance supérieure et une meilleure protection, une plus longue durée de vie du moteur et un confort de conduite plus doux dans les conditions climatiques locales.","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8a6c2f74d59e56ba13102595b2737be1/-/horizon-files-prod/ed/picture/qxj6vvwn/661398bdc1b7ce4df95eb2c28c9f6d245d3b3634.jpg"
"1739150680-326","https://www.expat-dakar.com/equipements-pieces?page=8","HUILE  MOTEUR REXOIL
                                Venant
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        16. janv., 10:48
                                    
                        776399636","https://www.expat-dakar.com/annonce/huile-moteur-rexoil-5822813","Venant","HUILE  MOTEUR REXOIL disponible en stock

Vente pour toute les qualites

L'huile vous offre une performance supérieure et une meilleure protection, une plus longue durée de vie du moteur et un confort de conduite plus doux dans les conditions climatiques locales.","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cd3645357316ee235dd1333f009870aa/-/horizon-files-prod/ed/picture/qgqgxxk4/45d8fa0a1ebfd452be18af89322910a8f540b4e0.jpg"
"1739150682-327","https://www.expat-dakar.com/equipements-pieces?page=8","HUILE  MOTEUR KANSLER 4 TEMPS
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        16. janv., 10:49
                                    
                        776399636","https://www.expat-dakar.com/annonce/huile-moteur-kansler-4-temps-5818293","Neuf","HUILE  MOTEUR KANSLER 4 TEMPS disponible en stock

Vente pour toute les qualites

L'huile vous offre une performance supérieure et une meilleure protection, une plus longue durée de vie du moteur et un confort de conduite plus doux dans les conditions climatiques locales.","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dff6d8fc996372b898850fafc6a987d6/-/horizon-files-prod/ed/picture/qngd6w9m/da04f3a8e89106fcce372bdc844df3880a94873e.jpg"
"1739150685-328","https://www.expat-dakar.com/equipements-pieces?page=8","HUILE  MOTEUR 2 TEMPS
                                Neuf
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        16. janv., 10:50
                                    
                        776399636","https://www.expat-dakar.com/annonce/huile-moteur-2-temps-5811552","Neuf","HUILE  MOTEUR 2 TEMPS disponible en stock

Vente pour toute les qualites

L'huile vous offre une performance supérieure et une meilleure protection, une plus longue durée de vie du moteur et un confort de conduite plus doux dans les conditions climatiques locales.","Colobane","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0cb8a7c1565be3d69a82943fa2b18baa/-/horizon-files-prod/ed/picture/q8vzwwkn/764d473f6306dd400001f669579183950f2ebcb4.jpg"
